term,label,wiki_news_sim_score,twitter_sim_score,tweet_yes_no,tweet_count,same_section_count,same_paragraph_count,same_sec_yes_no,same_para_yes_no,word_article_yes_no,word_article_count
pilgrim,1,0.4554361701011658,0.1258482038974762,1,150,150,40,1,1,1,278
struck,1,0.3252549469470978,0.5276073217391968,1,89488,540,216,1,1,1,991
crosswalks,1,0.5040268301963806,0.3495579957962036,1,23176,145,139,1,1,1,137
innocent,1,0.4519155323505402,0.2352869659662247,1,9140,122,20,1,1,1,210
malls,1,0.3410630226135254,0.19292311370372767,1,4561,368,203,1,1,1,605
passage,1,0.3392656743526459,0.09397825598716736,1,7406,1034,424,1,1,1,1488
sign,1,0.34004423022270197,0.1941632628440857,1,164623,10538,4831,1,1,1,13293
jaywalking,1,0.4940106868743897,0.23104327917099,1,8342,32,41,1,1,1,28
mind,1,0.34229111671447754,0.11340737342834473,1,59088,772,124,1,1,1,1408
arterial,1,0.475702702999115,0.05996323004364967,1,1736,271,85,1,1,1,437
visibility,1,0.4559968709945679,0.24464203417301175,1,5151,246,82,1,1,1,401
interurban,1,0.4500981867313385,0.08532696217298508,1,10,103,18,1,1,1,163
crossed,1,0.3261241614818573,0.2296928316354752,1,4710,784,279,1,1,1,1414
paths,1,0.4630990028381348,0.29157358407974243,1,32705,1198,794,1,1,1,1544
police,1,0.4164214134216309,0.3517264127731323,1,163292,2023,615,1,1,1,2809
eastbound,1,0.3960508704185486,0.32729893922805786,1,2574,460,155,1,1,1,626
business,1,0.38826048374176025,0.1612057089805603,1,39379,3221,805,1,1,1,5390
tour,1,0.3520210385322571,-0.033193595707416534,1,17083,2705,717,1,1,1,4450
ordinarily,1,0.2688916027545929,0.16671907901763916,1,207,37,5,1,1,1,75
motorized,1,0.5155937671661377,0.20391489565372467,1,2474,284,156,1,1,1,379
unfortunate,1,0.3947009742259979,0.23981931805610654,1,3346,184,42,1,1,1,197
strikes,1,0.3181953430175781,0.3422864079475403,1,4279,184,22,1,1,1,317
knocked,1,0.2855852246284485,0.2960034906864166,1,10802,146,32,1,1,1,263
panhandlers,1,0.4460438191890717,0.18063031136989596,1,95,8,2,1,1,1,11
right,1,0.3679616749286652,0.18440128862857816,1,158849,4421,1110,1,1,1,7377
wayfarer,1,0.472466766834259,0.05313301086425781,1,24,4,1,1,1,1,3
intoxicated,1,0.4419324696063995,0.2725594639778137,1,730,51,13,1,1,1,83
pavements,1,0.4857071936130524,0.1621200442314148,1,22195,128,66,1,1,1,173
pathway,1,0.4310475587844849,0.2548902630805969,1,9702,498,353,1,1,1,620
jostle,1,0.3173117637634277,0.10600546002388,1,87,8,3,1,1,1,12
vehicle,1,0.5493091344833374,0.5524240136146545,1,174473,4135,2648,1,1,1,4683
startled,1,0.2884650528430939,0.32025960087776184,1,333,15,7,1,1,1,27
driver,1,0.5065696835517883,0.4209537506103516,1,250006,1802,810,1,1,1,2362
paseo,1,0.4192511737346649,0.15424183011054993,1,48,108,53,1,1,1,20
facilities,1,0.33598804473876953,0.2367707192897797,1,5634,2201,658,1,1,1,3756
fare,1,0.4119605422019959,0.06813111156225203,1,4614,1371,435,1,1,1,2459
dust,1,0.2678050398826599,0.0706256702542305,1,8682,2622,421,1,1,1,5210
unobstructed,1,0.4382198452949524,0.0396755151450634,1,133,44,14,1,1,1,85
gate,1,0.4114255905151367,0.2853885293006897,1,34055,4006,1484,1,1,1,5458
subway,1,0.5144625306129456,0.2477559447288513,1,4683,1058,532,1,1,1,1231
movement,1,0.386524885892868,0.1935107409954071,1,11982,1331,372,1,1,1,2408
gait,1,0.3892364799976349,0.27459707856178284,1,232,46,11,1,1,1,44
button,1,0.2786388695240021,0.17011082172393802,1,17091,227,82,1,1,1,389
flows,1,0.3362710475921631,0.1548883467912674,1,988,432,130,1,1,1,1068
congestion,1,0.43279606103897095,0.31056761741638184,1,7955,764,254,1,1,1,1161
stand,1,0.33999741077423096,0.09114944189786912,1,49269,4583,1098,1,1,1,7484
local,1,0.4601476192474365,0.17187321186065674,1,28120,5488,1450,1,1,1,8532
guard,1,0.3579409420490265,0.2477816939353943,1,10398,1342,244,1,1,1,1732
corridor,1,0.4447898268699646,0.3537483811378479,1,5538,1144,387,1,1,1,1530
emergency,1,0.3601532578468323,0.3176687955856323,1,13297,943,235,1,1,1,1396
access,1,0.4308407008647919,0.19721584022045133,1,49655,5691,3233,1,1,1,7483
rail,1,0.4920867681503296,0.3951008915901184,1,37750,8291,4208,1,1,1,9540
precincts,1,0.3640826940536499,0.15945687890052795,1,342,77,38,1,1,1,161
covers,1,0.282751202583313,0.04962468892335892,1,4766,608,105,1,1,1,1667
belated,1,0.3413662910461426,0.13339583575725555,1,29,11,3,1,1,1,29
footfall,1,0.4812274873256683,0.19751496613025665,1,1031,27,14,1,1,1,47
crosswalk,1,0.5475706458091736,0.5577405691146851,1,129272,270,265,1,1,1,243
corner,1,0.4171940088272095,0.1827101558446884,1,12562,2126,546,1,1,1,3361
overpass,1,0.4976285696029663,0.5456959009170532,1,6511,651,449,1,1,1,705
railing,1,0.4335116147994995,0.23396171629428866,1,1982,387,151,1,1,1,614
pole,1,0.3148135542869568,0.166309654712677,1,4045,727,136,1,1,1,1356
occasional,1,0.4588705003261566,0.22562770545482635,1,1595,582,125,1,1,1,1339
railroad,1,0.3900245428085327,0.3808600008487701,1,1769,1638,564,1,1,1,1809
behaviour,1,0.3563355803489685,0.2412117421627045,1,6340,188,50,1,1,1,363
collector,1,0.3243154883384705,0.060578152537345886,1,1038,201,40,1,1,1,416
commuter,1,0.5457994341850281,0.3666233420372009,1,5657,987,275,1,1,1,1659
streets,1,0.4532573521137238,0.2726739048957825,1,136022,3537,1865,1,1,1,4230
transportation,1,0.4616147875785828,0.3154377043247223,1,14689,2297,820,1,1,1,2499
roundabout,1,0.5678720474243164,0.4205030500888825,1,10576,540,209,1,1,1,569
rather,1,0.4092395603656769,0.1995260864496231,1,15442,1510,334,1,1,1,2920
inmate,1,0.32128340005874634,0.25680625438690186,1,51,68,3,1,1,1,151
curve,1,0.3610628843307495,0.11529982089996338,1,1644,878,202,1,1,1,1410
verse,1,0.278382420539856,0.1131480485200882,1,6309,1839,400,1,1,1,3929
runs,1,0.26170942187309265,0.2059231698513031,1,8448,2456,862,1,1,1,4610
system,1,0.37985527515411377,0.16252636909484866,1,25470,4605,1474,1,1,1,6740
gates,1,0.3396608829498291,0.10747863352298737,1,5751,1134,434,1,1,1,1711
stoplight,1,0.4844536781311035,0.2895690500736237,1,757,16,6,1,1,1,25
amenities,1,0.36376523971557617,0.1871996521949768,1,1049,399,150,1,1,1,663
railway,1,0.41861051321029663,0.2877567708492279,1,3954,4189,1559,1,1,1,4856
passageway,1,0.4628168344497681,0.11810579895973206,1,505,231,114,1,1,1,310
amenity,1,0.3833907842636109,0.11931972950696945,1,476,81,29,1,1,1,131
female,1,0.4297647476196289,0.20781947672367096,1,8032,566,87,1,1,1,1809
cable,1,0.3154909014701843,0.12090547382831572,1,3085,961,286,1,1,1,1551
unhindered,1,0.3819154500961304,0.032874125987291336,1,69,16,4,1,1,1,22
tractors,1,0.2714980244636536,0.14647668600082395,1,2202,359,41,1,1,1,683
survey,1,0.318691611289978,0.13597379624843595,1,4468,836,113,1,1,1,1659
crosses,1,0.3756159245967865,0.296002596616745,1,2039,1091,474,1,1,1,1850
place,1,0.3468683660030365,0.17011982202529907,1,60316,8812,3071,1,1,1,11628
dead,1,0.37830686569213867,0.2228296399116516,1,33077,1218,216,1,1,1,1789
footer,1,0.2789427936077118,0.20851096510887146,1,47,1,0,1,0,1,7
speeds,1,0.3794195353984833,0.1902986317873001,1,7895,442,174,1,1,1,690
freeway,1,0.5311204195022583,0.43413010239601135,1,5317,722,230,1,1,1,822
placing,1,0.30828481912612915,0.1808999478816986,1,3684,977,191,1,1,1,1981
trottoir,1,0.34546470642089844,0.12277282029390335,1,14,2,2,1,1,1,3
average,1,0.4515208899974823,0.168841153383255,1,8087,1155,198,1,1,1,3170
front,1,0.3748777806758881,0.23299595713615415,1,67892,4167,1442,1,1,1,6099
marcher,1,0.3405584692955017,0.2142806202173233,1,272,33,2,1,1,1,50
spaces,1,0.4114445447921753,0.2322906106710434,1,18508,1503,564,1,1,1,2280
rack,1,0.3263458907604217,0.10845476388931274,1,29637,4688,1913,1,1,1,7136
structure,1,0.3881020545959473,0.2347098588943481,1,40221,4353,1460,1,1,1,6656
bascule,1,0.5045149922370911,0.09392446279525757,1,36,131,43,1,1,1,137
surface,1,0.40556058287620544,0.03077418729662895,1,5194,1452,411,1,1,1,2449
mundane,1,0.4685620963573456,0.1581074446439743,1,556,21,7,1,1,1,48
restricted,1,0.4324144721031189,0.2523331344127655,1,2426,538,187,1,1,1,968
helmet,1,0.37959277629852295,0.31179267168045044,1,8383,122,24,1,1,1,227
avenue,1,0.4230996668338776,0.28305408358573914,1,2257,3335,1639,1,1,1,835
tired,1,0.41408342123031616,0.16604705154895782,1,3866,361,43,1,1,1,1103
piccadilly,1,0.3660841584205627,0.2570217847824097,1,13,117,36,1,1,0,0
feats,1,0.2811074256896973,-0.009440384805202484,1,203,61,13,1,1,1,139
striking,1,0.40128058195114136,0.286592036485672,1,4265,261,64,1,1,1,501
traveler,1,0.4833334386348725,0.21693819761276245,1,651,254,50,1,1,1,458
lots,1,0.3151838779449463,0.07140764594078064,1,11869,878,220,1,1,1,1723
elevated,1,0.4538181722164154,0.3360162973403931,1,1868,832,312,1,1,1,1317
strip,1,0.3942959606647492,0.16134339570999146,1,4687,969,252,1,1,1,1647
intersections,1,0.4952883124351502,0.3635772466659546,1,15859,536,288,1,1,1,650
accessibility,1,0.468361109495163,0.2116091549396515,1,3308,295,111,1,1,1,426
passerby,1,0.5179471969604492,0.2740885019302368,1,700,21,1,1,1,1,22
footpaths,1,0.4913002848625183,0.12346067279577255,1,13571,255,151,1,1,1,340
by,1,0.3069502115249634,0.2096402943134308,1,468139,18050,10879,1,1,1,18593
busway,1,0.4864642918109894,0.24252769351005554,1,524,102,45,1,1,1,120
overpasses,1,0.4406188130378723,0.20266130566596985,1,1196,137,84,1,1,1,174
hits,1,0.2918107211589813,0.2725497484207153,1,19479,226,50,1,1,1,442
traveller,1,0.4442692399024963,0.2461070418357849,1,353,196,30,1,1,1,374
vehicular,1,0.7175771594047546,0.34656718373298645,1,13074,1080,857,1,1,1,1140
roadway,1,0.6030343770980835,0.305550217628479,1,20618,1612,687,1,1,1,2288
streetwalker,1,0.5251532793045044,0.1718035638332367,1,7,3,2,1,1,1,3
motorist,1,0.6084293127059937,0.47467440366745,1,51862,559,274,1,1,1,681
walkability,1,0.5475622415542603,0.19897781312465668,1,2415,81,45,1,1,1,80
off,1,0.31794118881225586,0.17881974577903748,1,230083,9962,3463,1,1,1,13263
pathways,1,0.4128755629062653,0.1980946660041809,1,5994,234,154,1,1,1,305
street,1,0.5842071771621704,0.3880719840526581,1,253766,9885,6832,1,1,1,7757
entrances,1,0.4098988771438599,0.21702134609222407,1,1933,716,322,1,1,1,986
potholes,1,0.34543776512146,0.2984837591648102,1,2086,34,5,1,1,1,47
animal,1,0.4528111219406128,0.21003347635269165,1,5504,824,188,1,1,1,1374
bridge,1,0.4911554157733917,0.4971247315406799,1,185238,9122,8089,1,1,1,8603
lone,1,0.4497952461242676,0.2253689467906952,1,9642,1127,161,1,1,1,2757
congested,1,0.4516782760620117,0.35250747203826904,1,2212,217,71,1,1,1,411
permanent,1,0.4194916486740112,0.11090469360351562,1,5553,1243,280,1,1,1,2498
bull,1,0.3746446967124939,0.1743445098400116,1,7550,810,148,1,1,1,1023
pedestrian,1,1.0,1.0,1,2809844,23311,28866,1,1,1,18032
bollard,1,0.5225224494934082,0.26470983028411865,1,4355,113,54,1,1,1,124
bystander,1,0.4797686636447906,0.4125387072563171,1,1154,108,35,1,1,1,146
connectivity,1,0.3867895603179932,0.2045551985502243,1,1755,157,60,1,1,1,252
around,1,0.2717123627662659,0.19388817250728607,1,68831,5350,1560,1,1,1,8375
trips,1,0.2847845256328583,0.16375741362571716,1,2966,539,108,1,1,1,1086
esplanade,1,0.3495100736618042,0.19838598370552066,1,102,203,94,1,1,1,120
road,1,0.5177681446075441,0.4086294174194336,1,343585,10837,6379,1,1,1,11406
environment,1,0.4246059656143189,0.19254931807518005,1,11159,2046,600,1,1,1,3023
station,1,0.3424191772937775,0.2687184810638428,1,25689,7297,3906,1,1,1,8711
rest,1,0.3719176948070526,0.048237495124340064,1,135220,8511,2840,1,1,1,11929
sidewalk,1,0.6026254892349243,0.3692558407783508,1,115174,1128,826,1,1,1,1318
routes,1,0.36627063155174255,0.34904253482818604,1,10288,1655,451,1,1,1,3123
connections,1,0.3486287593841553,0.19685834646224976,1,1576,775,199,1,1,1,1541
safe,1,0.4466365277767181,0.2478122562170029,1,259127,3111,1623,1,1,1,4048
bike,1,0.5503332614898682,0.3667203187942505,1,206044,1475,913,1,1,1,1712
well,1,0.2868195176124573,0.1307777464389801,1,48756,7332,2188,1,1,1,10629
links,1,0.30674055218696594,0.03532630205154419,1,2770,938,341,1,1,1,1743
stepped,1,0.3049791157245636,0.2798153758049011,1,2359,253,38,1,1,1,436
placed,1,0.2645593881607056,0.23831364512443545,1,7521,3984,1040,1,1,1,6777
ship,1,0.2833370268344879,0.10999856144189836,1,17805,4483,792,1,1,1,8070
detection,1,0.3814688920974731,0.3037945032119751,1,3591,202,125,1,1,1,269
piazza,1,0.4061149060726166,0.11309292167425156,1,115,142,77,1,1,1,79
boardwalk,1,0.3744918704032898,0.1599123775959015,1,509,172,82,1,1,1,209
more,1,0.396903932094574,0.15219105780124664,1,207350,7637,2456,1,1,1,10832
casualties,1,0.3459932208061218,0.3416398763656616,1,1522,185,45,1,1,1,356
counts,1,0.30850112438201904,0.10119198262691498,1,2973,470,66,1,1,1,1092
volunteer,1,0.35502505302429205,0.13986943662166595,1,2976,426,59,1,1,1,1029
point,1,0.33605071902275085,0.17028206586837769,1,47573,5151,1405,1,1,1,7927
uninteresting,1,0.4607022106647492,0.20649950206279755,1,97,11,3,1,1,1,18
shopper,1,0.4602754414081574,0.2492869645357132,1,1883,229,86,1,1,1,322
walkway,1,0.540128231048584,0.3709844350814819,1,37061,1658,1341,1,1,1,1788
blind,1,0.5030513405799866,0.20536145567893985,1,11070,443,113,1,1,1,571
passable,1,0.4774594008922577,0.1732437163591385,1,772,108,38,1,1,1,187
rotted,1,0.24414491653442386,0.07993558794260025,1,39,9,0,1,0,1,29
grid,1,0.3300837874412537,0.3015120029449463,1,3112,616,184,1,1,1,1006
hiking,1,0.3604429960250855,0.18306782841682434,1,551,301,94,1,1,1,514
run,1,0.2850593328475952,0.23516303300857544,1,190194,6885,2363,1,1,1,10116
trail,1,0.43377166986465454,0.2898050844669342,1,12102,2394,1376,1,1,1,2565
plazas,1,0.3960281014442444,0.07127324491739273,1,3028,202,106,1,1,1,296
sweepers,1,0.30428436398506165,0.19091469049453733,1,179,6,2,1,1,1,19
school,1,0.33994245529174805,0.14211399853229525,1,32497,3283,696,1,1,1,5099
tours,1,0.3256862759590149,0.0574336014688015,1,1522,327,58,1,1,1,696
walkways,1,0.5238358974456787,0.2098989337682724,1,12984,614,465,1,1,1,711
cantilever,1,0.3744843304157257,0.14184609055519104,1,80,255,90,1,1,1,355
mere,1,0.4254403412342072,-0.04016364365816116,1,4045,514,92,1,1,1,1067
bicyclists,1,0.5750739574432373,0.4017558097839356,1,19808,376,307,1,1,1,361
plaza,1,0.4666861891746521,0.16924232244491574,1,8964,1621,822,1,1,1,1213
dull,1,0.4626916646957398,0.12003520131111145,1,1863,195,64,1,1,1,307
islands,1,0.24423599243164065,0.10448268800973892,1,2557,537,138,1,1,1,638
downtown,1,0.4460486769676209,0.3411581814289093,1,28925,2536,1156,1,1,1,3040
bedroom,1,0.26402872800827026,0.15966829657554624,1,333,259,28,1,1,1,470
realism,1,0.3367412388324737,0.1071133017539978,1,49,44,9,1,1,1,121
volumes,1,0.28919169306755066,0.11026769131422044,1,1561,253,49,1,1,1,555
telephone,1,0.28737691044807434,0.06717081367969513,1,224,401,41,1,1,1,717
drunk,1,0.4232737720012665,0.2266087830066681,1,12069,226,49,1,1,1,341
pelican,1,0.3904683589935303,0.18241828680038447,1,774,65,35,1,1,1,62
squad,1,0.2901546657085419,0.110223226249218,1,1058,242,17,1,1,1,380
promenade,1,0.5023811459541321,0.23300755023956302,1,1508,501,293,1,1,1,472
survivor,1,0.3136553168296814,0.16892379522323608,1,534,163,14,1,1,1,379
square,1,0.3733139634132385,0.18247459828853607,1,5773,3541,1519,1,1,1,3647
crashes,1,0.3622589111328125,0.4174166023731232,1,17862,264,109,1,1,1,365
barrier,1,0.4168333411216736,0.33159232139587397,1,12680,879,346,1,1,1,1312
stops,1,0.3949411511421204,0.2777376174926758,1,10830,829,211,1,1,1,1568
footman,1,0.27575793862342834,0.07736712694168091,1,2,9,2,1,1,1,8
walker,1,0.5207124948501587,0.1725958287715912,1,16143,507,136,1,1,1,368
sees,1,0.2827985882759094,0.19234147667884827,1,2944,297,52,1,1,1,752
shopping,1,0.4436878859996796,0.10047424584627153,1,7453,2302,1222,1,1,1,3005
dual,1,0.4176314771175385,0.0657460168004036,1,7530,2152,473,1,1,1,4658
journeys,1,0.3529668152332306,0.2572909593582153,1,2062,131,16,1,1,1,273
leisurely,1,0.4274000823497772,0.23359414935112,1,304,27,11,1,1,1,41
oncoming,1,0.3923850655555725,0.39461904764175415,1,5059,163,52,1,1,1,225
calming,1,0.4082748293876648,0.1405366063117981,1,3207,136,68,1,1,1,146
drag,1,0.3474634289741516,0.2045821398496628,1,4103,540,65,1,1,1,671
accidents,1,0.41936424374580383,0.4390053153038025,1,18537,561,245,1,1,1,785
kills,1,0.2969970107078552,0.2992796301841736,1,10163,385,50,1,1,1,873
prosaic,1,0.5325399041175842,0.2627915143966675,1,86,1,0,1,0,1,6
ride,1,0.43685904145240784,0.23703068494796756,1,48287,2162,614,1,1,1,3332
door,1,0.3297894299030304,0.1586506962776184,1,17597,2660,700,1,1,1,4580
ponderous,1,0.4703708291053772,0.15188734233379364,1,209,4,2,1,1,1,11
footbridge,1,0.5274300575256348,0.3315960168838501,1,7531,872,541,1,1,1,930
person,1,0.4059886038303375,0.236559733748436,1,44290,2281,455,1,1,1,4506
feat,1,0.2656411230564117,0.0015671364963054655,1,11703,4396,1300,1,1,1,7527
killed,1,0.2737143635749817,0.41937899589538574,1,167115,1291,444,1,1,1,2516
crowds,1,0.3678300380706787,0.12949876487255094,1,3969,263,71,1,1,1,521
footstep,1,0.3330663740634918,0.15585373342037198,1,259,27,7,1,1,1,66
convenience,1,0.3593659996986389,0.21289782226085666,1,6465,297,68,1,1,1,557
manhole,1,0.3618249595165253,0.2737996876239777,1,5472,34,12,1,1,1,46
line,1,0.3796468675136566,0.19984397292137146,1,75108,9149,3344,1,1,1,12102
frontage,1,0.4422982335090637,0.09222759306430817,1,408,282,80,1,1,1,429
campus,1,0.4173681139945984,0.25562629103660583,1,6182,1189,495,1,1,1,2021
trolley,1,0.5220372676849365,0.2407456487417221,1,1706,436,125,1,1,1,665
adapted,1,0.27982544898986816,0.19184166193008426,1,2331,316,59,1,1,1,783
poor,1,0.4709632396697998,0.20140118896961207,1,13614,1124,237,1,1,1,2209
footpath,1,0.5218598842620851,0.3915607631206513,1,31738,570,341,1,1,1,737
refuges,1,0.32261300086975103,0.07066145539283752,1,550,70,59,1,1,1,83
collision,1,0.4490626454353333,0.5430316925048828,1,49905,602,317,1,1,1,739
walkable,1,0.5535142421722412,0.23310434818267825,1,4833,106,57,1,1,1,142
pedantic,1,0.4987364411354065,0.1874469369649887,1,331,7,2,1,1,1,8
urban,1,0.5420812368392944,0.2139835208654404,1,36552,3546,1252,1,1,1,5229
bridges,1,0.42104226350784296,0.2983143329620361,1,20950,2536,1356,1,1,1,3291
accident,1,0.423777848482132,0.4963312745094299,1,134453,1340,542,1,1,1,2020
protected,1,0.3460349440574646,0.2640029788017273,1,12061,709,169,1,1,1,1327
alleys,1,0.4013306498527527,0.1997830867767334,1,805,235,67,1,1,1,579
freer,1,0.3637438416481018,0.09049781411886217,1,108,10,1,1,1,1,16
flow,1,0.3947364091873169,0.09321299195289612,1,16680,2000,601,1,1,1,3585
circus,1,0.3836503624916077,0.1523415446281433,1,198,228,58,1,1,1,217
death,1,0.35134950280189514,0.3006871342658997,1,75925,1761,414,1,1,1,3249
realm,1,0.34255796670913696,0.10727140307426453,1,1926,99,29,1,1,1,186
angler,1,0.338003545999527,0.14067551493644714,1,271,46,10,1,1,1,112
beggers,1,0.3501950800418854,0.0688062310218811,1,24,0,0,0,0,1,1
parkway,1,0.4940469861030578,0.3157225251197815,1,934,699,231,1,1,1,234
crossing,1,0.4856204986572266,0.4690644145011902,1,189662,3713,2605,1,1,1,4374
prose,1,0.378257155418396,0.1246638149023056,1,2770,301,52,1,1,1,554
pawn,1,0.22436322271823886,0.0286698117852211,1,285,128,21,1,1,1,307
exit,1,0.37538495659828186,0.313043475151062,1,8343,1423,374,1,1,1,2098
shoulder,1,0.40077388286590576,0.25594231486320496,1,3824,427,125,1,1,1,650
alike,1,0.302597850561142,0.08299528062343597,1,3188,144,42,1,1,1,339
warden,1,0.3332283794879913,0.2653386890888214,1,484,115,18,1,1,1,129
mall,1,0.4555298089981079,0.24657076597213745,1,42765,6718,2706,1,1,1,9582
pedestrians,1,0.7218765020370483,0.6324678659439087,1,1191809,6223,7245,1,1,1,5108
seem,1,0.2558768391609192,0.08837845176458359,1,28953,708,184,1,1,1,1538
ran,1,0.2764021158218384,0.2167728841304779,1,386526,15629,7879,1,1,1,17178
mediocre,1,0.4492736458778381,0.028859917074441913,1,833,34,8,1,1,1,66
zebra,1,0.3739957511425018,0.1633685678243637,1,17667,92,75,1,1,1,83
casual,1,0.5429702997207642,0.12325216829776765,1,5459,328,70,1,1,1,625
stroller,1,0.5123431682586671,0.24363544583320615,1,2475,24,11,1,1,1,45
circle,1,0.3345361351966858,0.12468691170215608,1,5264,945,248,1,1,1,1130
focus,1,0.3613619208335877,0.07396789640188217,1,13698,1355,339,1,1,1,2896
cobbled,1,0.3754250407218933,0.14694133400917053,1,139,76,33,1,1,1,110
way,1,0.3977219760417938,0.19739626348018646,1,442476,14106,8605,1,1,1,15445
distance,1,0.3857637345790863,0.13538287580013275,1,16804,1798,416,1,1,1,3313
ramps,1,0.4483380317687988,0.3786157369613648,1,2546,563,226,1,1,1,781
underpass,1,0.5800076723098755,0.4289239645004273,1,5260,719,597,1,1,1,758
most,1,0.3708716630935669,0.1828441172838211,1,90017,7938,2629,1,1,1,11185
carriageway,1,0.4721014201641083,0.2700907588005066,1,3224,490,200,1,1,1,605
lombard,1,0.3714342415332794,0.2565748393535614,1,32,79,14,1,1,1,3
passages,1,0.3289334177970886,0.0790945366024971,1,270,140,52,1,1,1,214
civilian,1,0.4963968396186829,0.2967457771301269,1,7398,428,62,1,1,1,794
shipped,1,0.15298046171665192,-0.011201322078704834,1,61,129,4,1,1,1,407
lights,1,0.43132346868515015,0.2458672672510147,1,59875,1855,637,1,1,1,2812
toll,1,0.3980028033256531,0.3354978561401367,1,2360,1022,304,1,1,1,1404
shoppers,1,0.4120312929153441,0.23886406421661374,1,1742,204,81,1,1,1,289
and,1,0.4086815714836121,0.17613187432289126,1,1834625,22621,23240,1,1,1,19727
causeway,1,0.4404844641685486,0.2624127268791199,1,226,241,61,1,1,1,213
approaching,1,0.3956865668296814,0.36311274766922,1,5087,370,112,1,1,1,634
separation,1,0.33075934648513794,0.037567280232906335,1,1009,287,85,1,1,1,524
tunnels,1,0.3287879228591919,0.18706128001213074,1,2237,688,287,1,1,1,984
cane,1,0.32343241572380066,0.04194345697760582,1,3487,381,71,1,1,1,777
lanes,1,0.4674041271209717,0.4286898970603943,1,64820,2018,1056,1,1,1,2572
hunters,1,0.26231086254119873,0.008964229375123978,1,286,105,15,1,1,1,127
city,1,0.4324343204498291,0.22521334886550906,1,157260,10447,5051,1,1,1,10843
horseback,1,0.3331069350242615,0.2057739943265915,1,1440,98,28,1,1,1,197
parking,1,0.5239463448524475,0.3826512098312378,1,52361,2673,1221,1,1,1,3389
egress,1,0.3883347511291504,0.12347540259361267,1,514,53,16,1,1,1,109
tourists,1,0.3835975527763367,0.2711527347564697,1,1976,593,170,1,1,1,1138
foot,1,0.423006683588028,0.16484147310256958,1,92899,4002,1663,1,1,1,6154
service,1,0.3754561841487885,0.16551777720451355,1,19421,5513,1415,1,1,1,7984
trafficking,1,0.3104740381240845,0.2588675320148468,1,138,50,2,1,1,1,97
rots,1,0.1907748281955719,0.12676554918289185,1,228,41,1,1,1,1,93
sight,1,0.4041223526000977,0.24490809440612796,1,10512,670,162,1,1,1,1467
skywalk,1,0.4575271606445313,0.06785847246646881,1,1172,91,60,1,1,1,76
transit,1,0.4735044538974762,0.3985761404037476,1,28474,2334,851,1,1,1,2823
lighting,1,0.4736542105674744,0.1971628963947296,1,6336,1084,322,1,1,1,1763
children,1,0.35273879766464233,0.2054637521505356,1,22602,1880,382,1,1,1,3667
circulation,1,0.3900991082191467,0.17418991029262546,1,454,220,99,1,1,1,431
evidenced,1,0.3198953866958618,0.16288846731185913,1,121,59,8,1,1,1,159
sheltered,1,0.3573446869850159,0.2745949625968933,1,253,157,56,1,1,1,293
hunter,1,0.3141492009162903,0.05491330474615097,1,913,337,50,1,1,1,257
cross,1,0.4627131223678589,0.3015308082103729,1,436926,9025,5435,1,1,1,10829
boulevards,1,0.4361679553985596,0.06917016208171843,1,479,154,51,1,1,1,215
subways,1,0.4051469564437866,0.2657721936702728,1,821,140,78,1,1,1,190
unsuspecting,1,0.32053136825561523,0.2697913944721222,1,969,30,15,1,1,1,47
excursion,1,0.3492756485939026,0.11312408745288847,1,85,135,13,1,1,1,236
soft,1,0.4242489635944367,0.0550629124045372,1,3993,681,129,1,1,1,1458
fellow,1,0.3864796459674835,0.1787547916173935,1,6054,422,53,1,1,1,849
corridors,1,0.4101817011833191,0.2151595801115036,1,1847,278,74,1,1,1,511
view,1,0.35714441537857056,0.2008822113275528,1,31821,4714,1164,1,1,1,7539
entrance,1,0.39998120069503773,0.29591602087020874,1,8902,2950,1365,1,1,1,4282
zones,1,0.3379111886024475,0.17422622442245486,1,11677,494,204,1,1,1,829
journey,1,0.31662917137146,0.16258519887924194,1,5349,625,102,1,1,1,1166
evidence,1,0.2943024933338165,0.05943911150097848,1,5352,751,96,1,1,1,1704
train,1,0.3633250594139099,0.32085010409355164,1,34591,4474,1248,1,1,1,6788
movements,1,0.3596427142620087,0.1997767984867096,1,1615,297,72,1,1,1,704
blah,1,0.2173725664615631,0.06338723003864287,1,586,5,1,1,1,1,6
hiker,1,0.3832725882530213,0.2508730888366699,1,494,115,46,1,1,1,198
taxi,1,0.4528884291648865,0.21710941195487976,1,11140,760,221,1,1,1,1092
wheel,1,0.4238544702529907,0.2739794850349426,1,27910,1289,374,1,1,1,1765
oneway,1,0.4668326377868652,0.2171650826931,1,60,1,0,1,0,1,3
ordinary,1,0.4598512053489685,0.12310579419136047,1,2119,310,50,1,1,1,698
comfort,1,0.39460527896881104,0.1010131537914276,1,5472,435,92,1,1,1,822
roadways,1,0.4980141520500183,0.2760603129863739,1,4727,341,120,1,1,1,523
excursions,1,0.2942969799041748,0.05294287949800491,1,30,55,5,1,1,1,104
passing,1,0.3801002502441406,0.2482346743345261,1,12920,1458,422,1,1,1,2716
pass,1,0.3601548671722412,0.16751110553741455,1,109379,7930,3615,1,1,1,10392
cattle,1,0.2565857768058777,0.30156251788139343,1,463,258,33,1,1,1,513
arcades,1,0.3665759563446045,0.12187419831752774,1,70,143,53,1,1,1,227
link,1,0.2818467617034912,0.00474119558930397,1,24187,3720,1642,1,1,1,5391
